STATEFP00,COUNTYFP00,TRACTCE00,CTIDFP00,NAME00,NAMELSAD00,MTFCC00,FUNCSTAT00,ALAND00,AWATER00,INTPTLAT00,INTPTLON00,closest_station_id
17,031,160300,17031160300,1603,Census Tract 1603,G5020,S,426173,0,+41.9572682,-087.7308958,40550.0
17,031,040500,17031040500,405,Census Tract 405,G5020,S,168734,0,+41.9669607,-087.6766291,40090.0
17,031,040600,17031040600,406,Census Tract 406,G5020,S,331258,0,+41.9668338,-087.6840181,41480.0
17,031,040700,17031040700,407,Census Tract 407,G5020,S,358082,0,+41.9668057,-087.6940853,41010.0
17,031,040800,17031040800,408,Census Tract 408,G5020,S,230027,0,+41.9631627,-087.6923034,41010.0
17,031,040900,17031040900,409,Census Tract 409,G5020,S,321854,0,+41.9631847,-087.6838544,41480.0
17,031,041000,17031041000,410,Census Tract 410,G5020,S,167797,0,+41.9633117,-087.6765256,41500.0
17,031,050100,17031050100,501,Census Tract 501,G5020,S,334634,0,+41.9578451,-087.6763730,41460.0
17,031,241300,17031241300,2413,Census Tract 2413,G5020,S,164083,0,+41.9067715,-087.6810250,40590.0
17,031,241400,17031241400,2414,Census Tract 2414,G5020,S,517655,0,+41.9060234,-087.6753102,40590.0
17,031,241500,17031241500,2415,Census Tract 2415,G5020,S,302870,0,+41.9083759,-087.6709374,40590.0
