STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,closest_station_id
17,031,260200,17031260200,2602,Census Tract 2602,G5020,S,328334,0,+41.8843251,-087.7282293,40030.0
17,031,260300,17031260300,2603,Census Tract 2603,G5020,S,329304,0,+41.8842758,-087.7331353,40030.0
17,031,260400,17031260400,2604,Census Tract 2604,G5020,S,328226,0,+41.8842145,-087.7380411,40480.0
17,031,260500,17031260500,2605,Census Tract 2605,G5020,S,337548,0,+41.8766639,-087.7377282,40970.0
17,031,260600,17031260600,2606,Census Tract 2606,G5020,S,318887,0,+41.8771077,-087.7328666,40920.0
17,031,580700,17031580700,5807,Census Tract 5807,G5020,S,549606,0,+41.8174881,-087.6868470,40120.0
17,031,580800,17031580800,5808,Census Tract 5808,G5020,S,183275,0,+41.8102195,-087.6866439,40310.0
17,031,590500,17031590500,5905,Census Tract 5905,G5020,S,572157,24222,+41.8248951,-087.6804852,40120.0
17,031,590600,17031590600,5906,Census Tract 5906,G5020,S,348145,0,+41.8268328,-087.6729254,40120.0
17,031,590700,17031590700,5907,Census Tract 5907,G5020,S,869702,0,+41.8267821,-087.6638518,41060.0
17,031,600400,17031600400,6004,Census Tract 6004,G5020,S,327223,0,+41.8417184,-087.6439321,41130.0
17,031,600600,17031600600,6006,Census Tract 6006,G5020,S,394135,0,+41.8422594,-087.6554677,41130.0
17,031,600700,17031600700,6007,Census Tract 6007,G5020,S,465210,0,+41.8406926,-087.6606293,41060.0
17,031,812500,17031812500,8125,Census Tract 8125,G5020,S,963641,0,+41.8913783,-087.7806992,40610.0
17,031,812600,17031812600,8126,Census Tract 8126,G5020,S,629168,0,+41.8835489,-087.7796662,40610.0
17,031,812700,17031812700,8127,Census Tract 8127,G5020,S,638489,0,+41.8833959,-087.7894736,41350.0
17,031,812900,17031812900,8129,Census Tract 8129,G5020,S,1117797,0,+41.8763240,-087.7953109,40180.0
17,031,813000,17031813000,8130,Census Tract 8130,G5020,S,833038,0,+41.8763621,-087.7806602,40010.0
17,031,813100,17031813100,8131,Census Tract 8131,G5020,S,992937,0,+41.8690084,-087.7816177,40010.0
17,031,060300,17031060300,603,Census Tract 603,G5020,S,319702,0,+41.9506061,-087.6713317,41440.0
17,031,060400,17031060400,604,Census Tract 604,G5020,S,325028,0,+41.9506732,-087.6665364,41440.0
17,031,060500,17031060500,605,Census Tract 605,G5020,S,228281,0,+41.9527200,-087.6605008,40080.0
17,031,060800,17031060800,608,Census Tract 608,G5020,S,181491,65882,+41.9539590,-087.6426489,40080.0
17,031,060900,17031060900,609,Census Tract 609,G5020,S,499066,404435,+41.9515166,-087.6417784,41420.0
17,031,061000,17031061000,610,Census Tract 610,G5020,S,172815,0,+41.9492206,-087.6519703,41420.0
17,031,061100,17031061100,611,Census Tract 611,G5020,S,173037,0,+41.9491397,-087.6568035,41420.0
17,031,061200,17031061200,612,Census Tract 612,G5020,S,174670,0,+41.9490599,-087.6616427,40360.0
17,031,061500,17031061500,615,Census Tract 615,G5020,S,162913,0,+41.9452818,-087.6615447,40360.0
17,031,061800,17031061800,618,Census Tract 618,G5020,S,82842,0,+41.9464895,-087.6471132,41420.0
17,031,062000,17031062000,620,Census Tract 620,G5020,S,224978,0,+41.9425769,-087.6470786,41320.0
17,031,062100,17031062100,621,Census Tract 621,G5020,S,244805,0,+41.9426914,-087.6517704,41320.0
17,031,100300,17031100300,1003,Census Tract 1003,G5020,S,2286756,0,+41.9887029,-087.8044054,40750.0
17,031,100400,17031100400,1004,Census Tract 1004,G5020,S,971273,0,+41.9889674,-087.8180418,40750.0
17,031,100500,17031100500,1005,Census Tract 1005,G5020,S,1957724,0,+41.9780601,-087.8197323,40750.0
17,031,100600,17031100600,1006,Census Tract 1006,G5020,S,1282265,0,+41.9792045,-087.7973996,40750.0
17,031,100700,17031100700,1007,Census Tract 1007,G5020,S,1215253,0,+41.9721235,-087.7976295,40750.0
17,031,110200,17031110200,1102,Census Tract 1102,G5020,S,596251,0,+41.9800699,-087.7734442,41280.0
17,031,808302,17031808302,8083.02,Census Tract 8083.02,G5020,S,1390594,0,+42.0322809,-087.7667893,40140.0
17,031,808702,17031808702,8087.02,Census Tract 8087.02,G5020,S,940578,784592,+42.0580934,-087.6722634,40520.0
17,031,808800,17031808800,8088,Census Tract 8088,G5020,S,1932186,726768,+42.0655228,-087.6819433,41250.0
17,031,260700,17031260700,2607,Census Tract 2607,G5020,S,329144,0,+41.8770564,-087.7279958,40920.0
17,031,260800,17031260800,2608,Census Tract 2608,G5020,S,328946,0,+41.8770848,-087.7230964,40920.0
17,031,260900,17031260900,2609,Census Tract 2609,G5020,S,228196,0,+41.8710297,-087.7228141,40920.0
17,031,261000,17031261000,2610,Census Tract 2610,G5020,S,499036,0,+41.8713379,-087.7320094,40920.0
17,031,270500,17031270500,2705,Census Tract 2705,G5020,S,562049,0,+41.8762323,-087.7177928,40920.0
17,031,271200,17031271200,2712,Census Tract 2712,G5020,S,329809,0,+41.8773597,-087.7035621,40250.0
17,031,600900,17031600900,6009,Census Tract 6009,G5020,S,383218,0,+41.8365101,-087.6531588,41060.0
17,031,610300,17031610300,6103,Census Tract 6103,G5020,S,2383592,0,+41.8161777,-087.6751021,40310.0
17,031,610400,17031610400,6104,Census Tract 6104,G5020,S,163180,0,+41.8103984,-087.6674491,40310.0
17,031,610800,17031610800,6108,Census Tract 6108,G5020,S,331962,0,+41.8127078,-087.6384084,41230.0
17,031,611300,17031611300,6113,Census Tract 6113,G5020,S,327029,0,+41.8049362,-087.6673039,40310.0
17,031,611400,17031611400,6114,Census Tract 6114,G5020,S,326297,0,+41.8048900,-087.6721636,40310.0
17,031,813200,17031813200,8132,Census Tract 8132,G5020,S,1116029,0,+41.8690623,-087.7969698,40180.0
17,031,813400,17031813400,8134,Census Tract 8134,G5020,S,1110013,0,+41.8609814,-087.7666419,40580.0
17,031,813500,17031813500,8135,Census Tract 8135,G5020,S,824010,0,+41.8581575,-087.7757685,40010.0
17,031,813600,17031813600,8136,Census Tract 8136,G5020,S,701622,0,+41.8540567,-087.7648557,40580.0
17,031,813900,17031813900,8139,Census Tract 8139,G5020,S,687079,0,+41.8465014,-087.7684914,40580.0
17,031,814100,17031814100,8141,Census Tract 8141,G5020,S,1300117,0,+41.8422803,-087.7630429,40580.0
17,031,062200,17031062200,622,Census Tract 622,G5020,S,242322,0,+41.9425847,-087.6566440,41320.0
17,031,062300,17031062300,623,Census Tract 623,G5020,S,163311,0,+41.9416278,-087.6614432,40360.0
17,031,062400,17031062400,624,Census Tract 624,G5020,S,162936,0,+41.9415556,-087.6662882,40360.0
17,031,062500,17031062500,625,Census Tract 625,G5020,S,161003,0,+41.9414880,-087.6711073,41310.0
17,031,062600,17031062600,626,Census Tract 626,G5020,S,330018,0,+41.9359751,-087.6709843,41310.0
17,031,062700,17031062700,627,Census Tract 627,G5020,S,325099,0,+41.9360862,-087.6661103,40360.0
17,031,062800,17031062800,628,Census Tract 628,G5020,S,325609,0,+41.9361586,-087.6612648,41210.0
17,031,062900,17031062900,629,Census Tract 629,G5020,S,325739,0,+41.9362370,-087.6564113,41210.0
17,031,063000,17031063000,630,Census Tract 630,G5020,S,324350,0,+41.9363102,-087.6515617,41210.0
17,031,063100,17031063100,631,Census Tract 631,G5020,S,159625,0,+41.9382319,-087.6467799,41320.0
17,031,063200,17031063200,632,Census Tract 632,G5020,S,366716,397543,+41.9389231,-087.6346726,41320.0
17,031,063400,17031063400,634,Census Tract 634,G5020,S,158837,0,+41.9346595,-087.6467302,41210.0
17,031,110400,17031110400,1104,Census Tract 1104,G5020,S,934112,0,+41.9729532,-087.7726108,41280.0
17,031,809200,17031809200,8092,Census Tract 8092,G5020,S,1193252,0,+42.0525535,-087.6992705,40520.0
17,031,809300,17031809300,8093,Census Tract 8093,G5020,S,1017561,0,+42.0579529,-087.6864654,40400.0
17,031,271300,17031271300,2713,Census Tract 2713,G5020,S,327410,0,+41.8773040,-087.7084528,40250.0
17,031,271400,17031271400,2714,Census Tract 2714,G5020,S,328376,0,+41.8772429,-087.7133314,40250.0
17,031,271500,17031271500,2715,Census Tract 2715,G5020,S,162820,0,+41.8717861,-087.7131559,40250.0
17,031,271800,17031271800,2718,Census Tract 2718,G5020,S,205987,0,+41.8714964,-087.6984897,40250.0
17,031,280100,17031280100,2801,Census Tract 2801,G5020,S,592609,0,+41.8852962,-087.6428042,41160.0
17,031,280800,17031280800,2808,Census Tract 2808,G5020,S,237355,0,+41.8785968,-087.6889009,40220.0
17,031,280900,17031280900,2809,Census Tract 2809,G5020,S,115079,0,+41.8786309,-087.6851282,40220.0
17,031,281900,17031281900,2819,Census Tract 2819,G5020,S,438805,0,+41.8792479,-087.6426236,40430.0
17,031,611500,17031611500,6115,Census Tract 6115,G5020,S,488118,0,+41.8054483,-087.6786552,40310.0
17,031,611600,17031611600,6116,Census Tract 6116,G5020,S,315136,0,+41.7975955,-087.6767427,40310.0
17,031,611700,17031611700,6117,Census Tract 6117,G5020,S,328311,0,+41.7975991,-087.6719762,40310.0
17,031,612100,17031612100,6121,Census Tract 6121,G5020,S,326346,0,+41.7979127,-087.6476807,41170.0
17,031,620100,17031620100,6201,Census Tract 6201,G5020,S,837584,0,+41.7980175,-087.7180257,40960.0
17,031,620200,17031620200,6202,Census Tract 6202,G5020,S,577055,0,+41.7955215,-087.7292338,40960.0
17,031,814600,17031814600,8146,Census Tract 8146,G5020,S,825869,0,+41.8616511,-087.7850668,40010.0
17,031,070200,17031070200,702,Census Tract 702,G5020,S,341405,0,+41.9290778,-087.6462930,40530.0
17,031,070300,17031070300,703,Census Tract 703,G5020,S,324403,0,+41.9290463,-087.6513102,40530.0
17,031,070400,17031070400,704,Census Tract 704,G5020,S,324369,0,+41.9289672,-087.6561563,40530.0
17,031,070500,17031070500,705,Census Tract 705,G5020,S,305416,0,+41.9289455,-087.6608922,40530.0
17,031,070600,17031070600,706,Census Tract 706,G5020,S,343156,0,+41.9287627,-087.6656766,40530.0
17,031,071000,17031071000,710,Census Tract 710,G5020,S,324638,0,+41.9217011,-087.6559114,41220.0
17,031,071100,17031071100,711,Census Tract 711,G5020,S,325459,0,+41.9217777,-087.6510614,41220.0
17,031,071200,17031071200,712,Census Tract 712,G5020,S,325200,0,+41.9218547,-087.6462106,41220.0
17,031,071300,17031071300,713,Census Tract 713,G5020,S,309582,0,+41.9217794,-087.6414578,40660.0
17,031,120400,17031120400,1204,Census Tract 1204,G5020,S,1064714,0,+41.9772356,-087.7521623,41280.0
17,031,140100,17031140100,1401,Census Tract 1401,G5020,S,287980,0,+41.9710844,-087.7057941,41180.0
17,031,140200,17031140200,1402,Census Tract 1402,G5020,S,394453,0,+41.9706949,-087.7130043,41290.0
17,031,140400,17031140400,1404,Census Tract 1404,G5020,S,1181559,0,+41.9715371,-087.7389429,41330.0
17,031,809400,17031809400,8094,Census Tract 8094,G5020,S,1009719,1649008,+42.0447842,-087.6725221,40690.0
17,031,809500,17031809500,8095,Census Tract 8095,G5020,S,706557,0,+42.0464561,-087.6877280,40050.0
17,031,292200,17031292200,2922,Census Tract 2922,G5020,S,398013,0,+41.8566518,-087.7157068,40780.0
17,031,292400,17031292400,2924,Census Tract 2924,G5020,S,330646,0,+41.8552398,-087.7223991,40150.0
17,031,292500,17031292500,2925,Census Tract 2925,G5020,S,982569,0,+41.8551611,-087.7322429,40600.0
17,031,300500,17031300500,3005,Census Tract 3005,G5020,S,271030,0,+41.8474251,-087.7219393,40150.0
17,031,300600,17031300600,3006,Census Tract 3006,G5020,S,328182,0,+41.8479904,-087.7173343,40780.0
17,031,300700,17031300700,3007,Census Tract 3007,G5020,S,329127,0,+41.8480720,-087.7124504,40780.0
17,031,282700,17031282700,2827,Census Tract 2827,G5020,S,439303,0,+41.8713668,-087.6886812,40220.0
17,031,282800,17031282800,2828,Census Tract 2828,G5020,S,164412,0,+41.8702682,-087.6849136,40220.0
17,031,283100,17031283100,2831,Census Tract 2831,G5020,S,212435,0,+41.8692736,-087.6640458,41030.0
17,031,283200,17031283200,2832,Census Tract 2832,G5020,S,235929,0,+41.8695726,-087.6591990,40470.0
17,031,283800,17031283800,2838,Census Tract 2838,G5020,S,376020,0,+41.8634141,-087.6537547,40350.0
17,031,290900,17031290900,2909,Census Tract 2909,G5020,S,996495,0,+41.8624103,-087.7324567,40600.0
17,031,291200,17031291200,2912,Census Tract 2912,G5020,S,329138,0,+41.8626611,-087.7128746,40780.0
17,031,291600,17031291600,2916,Census Tract 2916,G5020,S,220340,0,+41.8576415,-087.6922159,40440.0
17,031,620300,17031620300,6203,Census Tract 6203,G5020,S,992183,0,+41.7895025,-087.7304438,40930.0
17,031,620400,17031620400,6204,Census Tract 6204,G5020,S,656281,0,+41.7896382,-087.7181682,40960.0
17,031,630100,17031630100,6301,Census Tract 6301,G5020,S,508072,0,+41.7992713,-087.6816688,40310.0
17,031,630200,17031630200,6302,Census Tract 6302,G5020,S,634190,0,+41.8027454,-087.6940453,40310.0
17,031,630300,17031630300,6303,Census Tract 6303,G5020,S,985491,0,+41.7988620,-087.7086378,41150.0
17,031,630400,17031630400,6304,Census Tract 6304,G5020,S,658247,0,+41.7972545,-087.6987811,41150.0
17,031,630500,17031630500,6305,Census Tract 6305,G5020,S,657743,0,+41.7974274,-087.6890165,40310.0
17,031,814700,17031814700,8147,Census Tract 8147,G5020,S,863934,0,+41.8614524,-087.7976262,40180.0
